COUNTRY_ID,COUNTRY_NAME,TYPE_ID,TYPE_NAME,NUMBER,QTY,TOKEN_ID,CAMISETA,POS,FULL_NAME,FIRST_NAME,LAST_NAME,SHIRT_NAME,DOB,CLUB,HEIGHT
12,Poland,1,Home,8,11,12108,16,DC,Swiderski Karol,Karol Grzegorz,Świderski,Świderski,23/1/1997,Charlotte FC (USA),184
12,Poland,1,Home,9,11,12109,18,DF,Bereszynski Bartosz,Bartosz,Bereszyński,Bereszyński,12/7/1992,UC Sampdoria (ITA),182
12,Poland,1,Home,10,11,12110,19,MC,Szymanski Sebastian,Sebastian,Szymański,S. Szymański,10/5/1999,Feyenoord Rotterdam (NED),174
12,Poland,1,Home,11,11,12111,20,MC,Zielinski Piotr,Piotr Sebastian,Zieliński,Zieliński,20/5/1994,SSC Napoli (ITA),177
12,Poland,1,Home,12,11,12112,21,MC,Zalewski Nicola,Nicola,Zalewski,Zalewski,23/1/2002,AS Roma (ITA),175
12,Poland,1,Home,13,11,12113,24,MC,Frankowski Przemyslaw,Przemyslaw Adam,Frankowski,Frankowski,12/4/1995,RC Lens (FRA),175
12,Poland,1,Home,14,11,12114,26,MC,Skoras Michal,Michał Krzysztof,Skóraś,Skóraś,15/2/2000,Lech Poznan (POL),172
12,Poland,1,Home,15,11,12115,3,DF,Jedrzejczyk Artur,Artur Marcin,Jędrzejczyk,Jędrzejczyk,4/11/1987,Legia Warsaw (POL),189
12,Poland,1,Home,16,15,12116,4,DF,Wieteska Mateusz,Mateusz,Wieteska,Wieteska,11/2/1997,Clermont Foot (FRA),187
12,Poland,1,Home,17,15,12117,6,MC,Bielik Krystian,Krystian,Bielik,Bielik,4/1/1998,Birmingham City FC (ENG),189
12,Poland,1,Home,18,15,12118,8,MC,Szymanski Damian,Damian Dawid,Szymański,D. Szymański,16/6/1995,AEK Athens (GRE),185
12,Poland,1,Home,19,15,12119,11,MC,Grosicki Kamil,Kamil Pawel,Grosicki,Grosicki,8/6/1988,Pogon Szczecin (POL),180
12,Poland,1,Home,20,15,12120,13,MC,Kaminski Jakub,Jakub,Kamiński,Kamiński,5/6/2002,VfL Wolfsburg (GER),179
12,Poland,1,Home,21,15,12121,17,MC,Zurkowski Szymon,Szymon Piotr,Żurkowski,Żurkowski,25/9/1997,ACF Fiorentina (ITA),185
12,Poland,1,Home,22,15,12122,23,DC,Piatek Krzysztof,Krzysztof,Piątek,Piątek,1/7/1995,US Salernitana (ITA),183
12,Poland,1,Home,23,15,12123,25,DF,Gumny Robert,Robert Krzysztof,Gumny,Gumny,4/6/1998,FC Augsburg (GER),182
12,Poland,2,Away,1,5,12201,9,DC,Lewandowski Robert,Robert,Lewandowski,Lewandowski,21/8/1988,FC Barcelona (ESP),185
12,Poland,2,Away,2,22,12202,2,DF,Cash Matty,Matthew Stuart,Cash,Cash,7/8/1997,Aston Villa FC (ENG),185
12,Poland,2,Away,3,22,12203,5,DF,Bednarek Jan,Jan Kacper,Bednarek,Bednarek,12/4/1996,Aston Villa FC (ENG),189
12,Poland,2,Away,4,22,12204,7,DC,Milik Arkadiusz,Arkadiusz Krystian,Milik,Milik,28/2/1994,Juventus FC (ITA),186
12,Poland,2,Away,5,22,12205,10,MC,Krychowiak Grzegorz,Grzegorz,Krychowiak,Krychowiak,29/1/1990,Al Shabab FC (KSA),186
12,Poland,2,Away,6,22,12206,14,DF,Kiwior Jakub,Jakub Piotr,Kiwior,Kiwior,15/2/2000,Spezia Calcio (ITA),189
12,Poland,2,Away,7,22,12207,15,DF,Glik Kamil,Kamil Jacek,Glik,Glik,3/2/1988,Benevento Calcio (ITA),190
12,Poland,2,Away,8,22,12208,16,DC,Swiderski Karol,Karol Grzegorz,Świderski,Świderski,23/1/1997,Charlotte FC (USA),184
12,Poland,2,Away,9,22,12209,18,DF,Bereszynski Bartosz,Bartosz,Bereszyński,Bereszyński,12/7/1992,UC Sampdoria (ITA),182
12,Poland,2,Away,10,22,12210,19,MC,Szymanski Sebastian,Sebastian,Szymański,S. Szymański,10/5/1999,Feyenoord Rotterdam (NED),174
12,Poland,2,Away,11,22,12211,20,MC,Zielinski Piotr,Piotr Sebastian,Zieliński,Zieliński,20/5/1994,SSC Napoli (ITA),177
12,Poland,2,Away,12,22,12212,21,MC,Zalewski Nicola,Nicola,Zalewski,Zalewski,23/1/2002,AS Roma (ITA),175
12,Poland,2,Away,13,22,12213,24,MC,Frankowski Przemyslaw,Przemyslaw Adam,Frankowski,Frankowski,12/4/1995,RC Lens (FRA),175
12,Poland,2,Away,14,22,12214,26,MC,Skoras Michal,Michał Krzysztof,Skóraś,Skóraś,15/2/2000,Lech Poznan (POL),172
12,Poland,2,Away,15,22,12215,3,DF,Jedrzejczyk Artur,Artur Marcin,Jędrzejczyk,Jędrzejczyk,4/11/1987,Legia Warsaw (POL),189
12,Poland,2,Away,16,30,12216,4,DF,Wieteska Mateusz,Mateusz,Wieteska,Wieteska,11/2/1997,Clermont Foot (FRA),187
12,Poland,2,Away,17,30,12217,6,MC,Bielik Krystian,Krystian,Bielik,Bielik,4/1/1998,Birmingham City FC (ENG),189
12,Poland,2,Away,18,30,12218,8,MC,Szymanski Damian,Damian Dawid,Szymański,D. Szymański,16/6/1995,AEK Athens (GRE),185
12,Poland,2,Away,19,30,12219,11,MC,Grosicki Kamil,Kamil Pawel,Grosicki,Grosicki,8/6/1988,Pogon Szczecin (POL),180
12,Poland,2,Away,20,30,12220,13,MC,Kaminski Jakub,Jakub,Kamiński,Kamiński,5/6/2002,VfL Wolfsburg (GER),179
12,Poland,2,Away,21,30,12221,17,MC,Zurkowski Szymon,Szymon Piotr,Żurkowski,Żurkowski,25/9/1997,ACF Fiorentina (ITA),185
12,Poland,2,Away,22,30,12222,23,DC,Piatek Krzysztof,Krzysztof,Piątek,Piątek,1/7/1995,US Salernitana (ITA),183
12,Poland,2,Away,23,30,12223,25,DF,Gumny Robert,Robert Krzysztof,Gumny,Gumny,4/6/1998,FC Augsburg (GER),182
12,Poland,3,Goalkeeper,1,55,12301,1,PO,Szczesny Wojciech,Wojciech Tomasz,Szczęsny,Szczęsny,18/4/1990,Juventus FC (ITA),195
12,Poland,3,Goalkeeper,2,110,12302,12,PO,Skorupski Lukasz,Lukasz,Skorupski,Skorupski,5/5/1991,Bologna FC (ITA),187
12,Poland,3,Goalkeeper,3,110,12303,22,PO,Grabara Kamil,Kamil Mieczysław,Grabara,Grabara,8/1/1999,FC København (DEN),195
13,France,1,Home,1,5,13101,10,DC,Mbappe Kylian,Kylian,Mbappe Lottin,Mbappe,20/12/1998,Paris Saint-Germain FC (FRA),178
13,France,1,Home,2,11,13102,2,DF,Pavard Benjamin,Benjamin Jaques Marcel,Pavard,Pavard,28/3/1996,FC Bayern München (GER),186
13,France,1,Home,3,11,13103,4,DF,Varane Raphael,Raphaël Xavier,Varane,Varane,25/4/1993,Manchester United FC (ENG),191
13,France,1,Home,4,11,13104,5,DF,Kounde Jules,Jules Olivier,Kounde,Kounde,12/11/1998,FC Barcelona (ESP),178
13,France,1,Home,5,11,13105,7,DC,Griezmann Antoine,Antoine,Griezmann,Griezmann,21/3/1991,CA Atlético Madrid (ESP),173
13,France,1,Home,6,11,13106,8,MC,Tchouameni Aurelien,Aurélien Djani,Tchouameni,Tchouameni,27/1/2000,Real Madrid CF (ESP),187
13,France,1,Home,7,11,13107,9,DC,Giroud Olivier,Olivier Jonathan,Giroud,Giroud,30/9/1986,AC Milan (ITA),193
13,France,1,Home,8,11,13108,11,DC,Dembele Ousmane,Masour Ousmane,Dembele,Dembele,15/5/1997,FC Barcelona (ESP),178
13,France,1,Home,9,11,13109,12,DC,Nkunku Christopher,Christopher Alan,Nkunku,Nkunku,14/11/1997,RB Leipzig (GER),175
13,France,1,Home,10,11,13110,13,DF,Fofana Youssouf,Youssouf,Fofana,Fofana,10/1/1999,AS Monaco (FRA),178
13,France,1,Home,11,11,13111,17,DF,Saliba William,William Alain André Gabriel,Saliba,Saliba,24/3/2001,Arsenal FC (ENG),192
13,France,1,Home,12,11,13112,19,DC,Benzema Karim,Karim Mostafa,Benzema,Benzema,19/12/1987,Real Madrid CF (ESP),187
13,France,1,Home,13,11,13113,21,DF,Hernandez Lucas,Lucas Francois Bernard,Hernandez,L. Hernandez,14/2/1996,FC Bayern München (GER),184
13,France,1,Home,14,11,13114,25,MC,Camavinga Eduardo,Eduardo Celmi,Camavinga,Camavinga,10/11/2002,Real Madrid CF (ESP),182
13,France,1,Home,15,11,13115,3,DF,Disasi Axel,Axel Wilson Arthur,Disasi Mhakinis Belho,Disasi,11/3/1998,AS Monaco (FRA),190
13,France,1,Home,16,15,13116,6,MC,Guendouzi Matteo,Mattéo Elias Kenzo,Guendouzi Olie,Guendouzi,14/4/1999,Olympique Marseille (FRA),184
13,France,1,Home,17,15,13117,14,MC,Rabiot Adrien,Adrien Thibault Marie,Rabiot,Rabiot,3/4/1995,Juventus FC (ITA),191
13,France,1,Home,18,15,13118,15,MC,Veretout Jordan,Jordan Marcel Gilbert,Veretout,Veretout,1/3/1993,Olympique Marseille (FRA),177
13,France,1,Home,19,15,13119,18,DF,Upamecano Dayot,Dayotchanculle Oswald,Upamecano,Upamecano,27/10/1998,FC Bayern München (GER),186
13,France,1,Home,20,15,13120,20,DC,Coman Kingsley,Kingsley Junior,Coman,Coman,13/6/1996,FC Bayern München (GER),180
13,France,1,Home,21,15,13121,22,DF,Hernandez Theo,Théo Bernard François,Hernandez,T. Hernandez,6/10/1997,AC Milan (ITA),184
13,France,1,Home,22,15,13122,24,DF,Konate Ibrahima,Ibrahima,Konaté,Konate,25/5/1999,Liverpool FC (ENG),194
13,France,1,Home,23,15,13123,26,DC,Thuram Marcus,Marcus Lilian,Thuram-Ulien,Thuram,6/8/1997,VfL Borussia Mönchengladbach (GER),192
13,France,2,Away,1,5,13201,10,DC,Mbappe Kylian,Kylian,Mbappe Lottin,Mbappe,20/12/1998,Paris Saint-Germain FC (FRA),178
13,France,2,Away,2,16,13202,2,DF,Pavard Benjamin,Benjamin Jaques Marcel,Pavard,Pavard,28/3/1996,FC Bayern München (GER),186
13,France,2,Away,3,16,13203,4,DF,Varane Raphael,Raphaël Xavier,Varane,Varane,25/4/1993,Manchester United FC (ENG),191
13,France,2,Away,4,16,13204,5,DF,Kounde Jules,Jules Olivier,Kounde,Kounde,12/11/1998,FC Barcelona (ESP),178
13,France,2,Away,5,16,13205,7,DC,Griezmann Antoine,Antoine,Griezmann,Griezmann,21/3/1991,CA Atlético Madrid (ESP),173
13,France,2,Away,6,16,13206,8,MC,Tchouameni Aurelien,Aurélien Djani,Tchouameni,Tchouameni,27/1/2000,Real Madrid CF (ESP),187
13,France,2,Away,7,16,13207,9,DC,Giroud Olivier,Olivier Jonathan,Giroud,Giroud,30/9/1986,AC Milan (ITA),193
13,France,2,Away,8,16,13208,11,DC,Dembele Ousmane,Masour Ousmane,Dembele,Dembele,15/5/1997,FC Barcelona (ESP),178
13,France,2,Away,9,16,13209,12,DC,Nkunku Christopher,Christopher Alan,Nkunku,Nkunku,14/11/1997,RB Leipzig (GER),175
13,France,2,Away,10,16,13210,13,DF,Fofana Youssouf,Youssouf,Fofana,Fofana,10/1/1999,AS Monaco (FRA),178
13,France,2,Away,11,16,13211,17,DF,Saliba William,William Alain André Gabriel,Saliba,Saliba,24/3/2001,Arsenal FC (ENG),192
13,France,2,Away,12,16,13212,19,DC,Benzema Karim,Karim Mostafa,Benzema,Benzema,19/12/1987,Real Madrid CF (ESP),187
13,France,2,Away,13,16,13213,21,DF,Hernandez Lucas,Lucas Francois Bernard,Hernandez,L. Hernandez,14/2/1996,FC Bayern München (GER),184
13,France,2,Away,14,16,13214,25,MC,Camavinga Eduardo,Eduardo Celmi,Camavinga,Camavinga,10/11/2002,Real Madrid CF (ESP),182
13,France,2,Away,15,16,13215,3,DF,Disasi Axel,Axel Wilson Arthur,Disasi Mhakinis Belho,Disasi,11/3/1998,AS Monaco (FRA),190
13,France,2,Away,16,22,13216,6,MC,Guendouzi Matteo,Mattéo Elias Kenzo,Guendouzi Olie,Guendouzi,14/4/1999,Olympique Marseille (FRA),184
13,France,2,Away,17,22,13217,14,MC,Rabiot Adrien,Adrien Thibault Marie,Rabiot,Rabiot,3/4/1995,Juventus FC (ITA),191
13,France,2,Away,18,22,13218,15,MC,Veretout Jordan,Jordan Marcel Gilbert,Veretout,Veretout,1/3/1993,Olympique Marseille (FRA),177
13,France,2,Away,19,22,13219,18,DF,Upamecano Dayot,Dayotchanculle Oswald,Upamecano,Upamecano,27/10/1998,FC Bayern München (GER),186
13,France,2,Away,20,22,13220,20,DC,Coman Kingsley,Kingsley Junior,Coman,Coman,13/6/1996,FC Bayern München (GER),180
13,France,2,Away,21,22,13221,22,DF,Hernandez Theo,Théo Bernard François,Hernandez,T. Hernandez,6/10/1997,AC Milan (ITA),184
13,France,2,Away,22,22,13222,24,DF,Konate Ibrahima,Ibrahima,Konaté,Konate,25/5/1999,Liverpool FC (ENG),194
13,France,2,Away,23,22,13223,26,DC,Thuram Marcus,Marcus Lilian,Thuram-Ulien,Thuram,6/8/1997,VfL Borussia Mönchengladbach (GER),192
13,France,3,Goalkeeper,1,28,13301,1,PO,Lloris Hugo,Hugo Hadrien Dominique,Lloris,Lloris,26/12/1986,Tottenham Hotspur FC (ENG),188
13,France,3,Goalkeeper,2,55,13302,16,PO,Mandanda Steve,Steve,Mandanda Mpidi,Mandanda,28/3/1985,Stade Rennais FC (FRA),187
13,France,3,Goalkeeper,3,55,13303,23,PO,Areola Alphonse,Alphonse Francis,Areola,Areola,27/2/1993,West Ham United FC (ENG),195
14,Australia,1,Home,1,7,14101,10,MC,Hrustic Ajdin,Ajdin,Hrustic,Hrustic,5/7/1996,Hellas Verona FC (ITA),180
14,Australia,1,Home,2,16,14102,2,DF,Degenek Milos,Milos,Degenek,Degenek,28/4/1994,Columbus Crew SC (USA),187
14,Australia,1,Home,3,16,14103,3,DF,Atkinson Nathaniel,Nathaniel Caleb,Atkinson,Atkinson,13/6/1999,Heart Of Midlothian FC (SCO),181
14,Australia,1,Home,4,16,14104,4,DF,Rowles Kye,Kye Francis,Rowles,Rowles,24/6/1998,Heart Of Midlothian FC (SCO),185
14,Australia,1,Home,5,16,14105,5,DF,Karacic Fran,Fran,Karacic,Karacic,12/5/1996,Brescia Calcio (ITA),181
14,Australia,1,Home,6,16,14106,6,DC,Boyle Martin,Martin Callie,Boyle,Boyle,25/4/1993,Hibernian FC (SCO),172
14,Australia,1,Home,7,16,14107,7,DC,Leckie Mathew,Mathew Allan,Leckie,Leckie,4/2/1991,Melbourne City FC (AUS),181
14,Australia,1,Home,8,16,14108,8,DF,Wright Bailey,Bailey Colin,Wright,Wright,28/7/1992,Sunderland AFC (ENG),184
14,Australia,1,Home,9,16,14109,11,DC,Mabil Awer,Awer Bul,Mabil,Mabil,15/9/1995,Cádiz CF (ESP),179
14,Australia,1,Home,10,16,14110,13,MC,Mooy Aaron,Aaron Frank,Mooy,Mooy,15/9/1990,Celtic FC (SCO),174
14,Australia,1,Home,11,16,14111,16,DF,Behich Aziz,Aziz,Behich,Behich,16/12/1990,Dundee United FC (SCO),170
14,Australia,1,Home,12,16,14112,21,DC,Kuol Garang,Garang,Mawien Kuol,Kuol,15/9/2004,Central Coast Mariners FC (AUS),175
14,Australia,1,Home,13,16,14113,22,MC,Irvine Jackson,Jackson Alexander,Irvine,Irvine,7/3/1993,FC St. Pauli (GER),189
14,Australia,1,Home,14,16,14114,23,DC,Goodwin Craig,Craig Alexander,Goodwin,Goodwin,16/12/1991,Adelaide United FC (AUS),183
14,Australia,1,Home,15,16,14115,9,DC,Maclaren Jamie,Jamie,Maclaren,Maclaren,29/7/1993,Melbourne City FC (AUS),179
14,Australia,1,Home,16,22,14116,14,MC,Mcgree Riley,Riley Patrick,Mcgree,Mcgree,2/11/1998,Middlesbrough FC (ENG),178
14,Australia,1,Home,17,22,14117,15,DC,Duke Mitchell,Mitchell Thomas,Duke,Duke,18/1/1991,Fagiano Okayama (JPN),182
14,Australia,1,Home,18,22,14118,17,MC,Devlin Cameron,Cameron Peter,Devlin,Devlin,7/6/1998,Heart Of Midlothian FC (SCO),171
14,Australia,1,Home,19,22,14119,19,DF,Souttar Harry,Harry James,Souttar,Souttar,22/10/1998,Stoke City FC (ENG),198
14,Australia,1,Home,20,22,14120,20,DF,Deng Thomas,Thomas Jok,Deng,Deng,20/3/1997,Albirex Niigata (JPN),178
14,Australia,1,Home,21,22,14121,24,DF,King Joel,Joel Bruce,King,King,30/10/2000,Odense BK (DEN),179
14,Australia,1,Home,22,22,14122,25,DC,Cummings Jason,Jason Steven,Cummings,Cummings,1/8/1995,Central Coast Mariners FC (AUS),178
14,Australia,1,Home,23,22,14123,26,MC,Baccus Keanu,Keanu Kole,Baccus,Baccus,7/6/1998,St Mirren FC (SCO),178
14,Australia,2,Away,1,5,14201,10,MC,Hrustic Ajdin,Ajdin,Hrustic,Hrustic,5/7/1996,Hellas Verona FC (ITA),180
14,Australia,2,Away,2,22,14202,2,DF,Degenek Milos,Milos,Degenek,Degenek,28/4/1994,Columbus Crew SC (USA),187
14,Australia,2,Away,3,22,14203,3,DF,Atkinson Nathaniel,Nathaniel Caleb,Atkinson,Atkinson,13/6/1999,Heart Of Midlothian FC (SCO),181
14,Australia,2,Away,4,22,14204,4,DF,Rowles Kye,Kye Francis,Rowles,Rowles,24/6/1998,Heart Of Midlothian FC (SCO),185
14,Australia,2,Away,5,22,14205,5,DF,Karacic Fran,Fran,Karacic,Karacic,12/5/1996,Brescia Calcio (ITA),181
14,Australia,2,Away,6,22,14206,6,DC,Boyle Martin,Martin Callie,Boyle,Boyle,25/4/1993,Hibernian FC (SCO),172
14,Australia,2,Away,7,22,14207,7,DC,Leckie Mathew,Mathew Allan,Leckie,Leckie,4/2/1991,Melbourne City FC (AUS),181
14,Australia,2,Away,8,22,14208,8,DF,Wright Bailey,Bailey Colin,Wright,Wright,28/7/1992,Sunderland AFC (ENG),184
14,Australia,2,Away,9,22,14209,11,DC,Mabil Awer,Awer Bul,Mabil,Mabil,15/9/1995,Cádiz CF (ESP),179
14,Australia,2,Away,10,22,14210,13,MC,Mooy Aaron,Aaron Frank,Mooy,Mooy,15/9/1990,Celtic FC (SCO),174
14,Australia,2,Away,11,22,14211,16,DF,Behich Aziz,Aziz,Behich,Behich,16/12/1990,Dundee United FC (SCO),170
14,Australia,2,Away,12,22,14212,21,DC,Kuol Garang,Garang,Mawien Kuol,Kuol,15/9/2004,Central Coast Mariners FC (AUS),175
14,Australia,2,Away,13,22,14213,22,MC,Irvine Jackson,Jackson Alexander,Irvine,Irvine,7/3/1993,FC St. Pauli (GER),189
14,Australia,2,Away,14,22,14214,23,DC,Goodwin Craig,Craig Alexander,Goodwin,Goodwin,16/12/1991,Adelaide United FC (AUS),183
14,Australia,2,Away,15,22,14215,9,DC,Maclaren Jamie,Jamie,Maclaren,Maclaren,29/7/1993,Melbourne City FC (AUS),179
14,Australia,2,Away,16,30,14216,14,MC,Mcgree Riley,Riley Patrick,Mcgree,Mcgree,2/11/1998,Middlesbrough FC (ENG),178
14,Australia,2,Away,17,30,14217,15,DC,Duke Mitchell,Mitchell Thomas,Duke,Duke,18/1/1991,Fagiano Okayama (JPN),182
14,Australia,2,Away,18,30,14218,17,MC,Devlin Cameron,Cameron Peter,Devlin,Devlin,7/6/1998,Heart Of Midlothian FC (SCO),171
14,Australia,2,Away,19,30,14219,19,DF,Souttar Harry,Harry James,Souttar,Souttar,22/10/1998,Stoke City FC (ENG),198
14,Australia,2,Away,20,30,14220,20,DF,Deng Thomas,Thomas Jok,Deng,Deng,20/3/1997,Albirex Niigata (JPN),178
14,Australia,2,Away,21,30,14221,24,DF,King Joel,Joel Bruce,King,King,30/10/2000,Odense BK (DEN),179
14,Australia,2,Away,22,30,14222,25,DC,Cummings Jason,Jason Steven,Cummings,Cummings,1/8/1995,Central Coast Mariners FC (AUS),178
14,Australia,2,Away,23,30,14223,26,MC,Baccus Keanu,Keanu Kole,Baccus,Baccus,7/6/1998,St Mirren FC (SCO),178
14,Australia,3,Goalkeeper,1,55,14301,1,PO,Ryan Mathew,Mathew David,Ryan,Ryan,8/4/1992,FC København (DEN),184
14,Australia,3,Goalkeeper,2,110,14302,12,PO,Redmayne Andrew,Andrew James,Redmayne,Redmayne,13/1/1989,Sydney FC (AUS),194
14,Australia,3,Goalkeeper,3,110,14303,18,PO,Vukovic Danny,Daniel,Vukovic,Vukovic,27/3/1985,Central Coast Mariners FC (AUS),187
15,Denmark,1,Home,1,2,15101,10,MC,Eriksen Christian,Christian Dannemann,Eriksen,Eriksen,14/2/1992,Manchester United FC (ENG),181
15,Denmark,1,Home,2,5,15102,2,DF,Andersen Joachim,Joachim Christian,Andersen,Andersen,31/5/1996,Crystal Palace FC (ENG),192
15,Denmark,1,Home,3,5,15103,3,DF,Nelsson Victor,Victor Enok,Nelsson,Nelsson,14/10/1998,Galatasaray SK (TUR),185
15,Denmark,1,Home,4,5,15104,4,DF,Kjaer Simon,Simon Thorup,Kjær,Kjær,26/3/1989,AC Milan (ITA),191
15,Denmark,1,Home,5,5,15105,5,DF,Maehle Joakim,Joakim Mæhle,Pedersen,Mæhle,20/5/1997,Atalanta Bergamo (ITA),185
15,Denmark,1,Home,6,5,15106,6,DF,Christensen Andreas,Andreas Bødtker,Christensen,A. Christensen,10/4/1996,FC Barcelona (ESP),192
15,Denmark,1,Home,7,5,15107,7,MC,Jensen Mathias,Mathias,Jensen,Jensen,1/1/1996,Brentford FC (ENG),180
15,Denmark,1,Home,8,5,15108,8,MC,Delaney Thomas,Thomas Joseph,Delaney,Delaney,3/9/1991,Sevilla FC (ESP),180
15,Denmark,1,Home,9,5,15109,9,DC,Braithwaite Martin,Martin Christensen,Braithwaite,Braithwaite,5/6/1991,RCD Espanyol (ESP),180
15,Denmark,1,Home,10,5,15110,11,MC,Skov Olsen Andreas,Andreas Skov,Olsen,Skov Olsen,29/12/1999,Club Brugge (BEL),187
15,Denmark,1,Home,11,5,15111,12,DC,Dolberg Kasper,Kasper Dolberg,Rasmussen,Dolberg,6/10/1997,Sevilla FC (ESP),187
15,Denmark,1,Home,12,5,15112,13,DF,Kristensen Rasmus,Rasmus Nissen,Kristensen,Kristensen,11/7/1997,Leeds United FC (ENG),187
15,Denmark,1,Home,13,5,15113,18,DF,Wass Daniel,Daniel,Wass,Wass,31/5/1989,Brøndby IF (DEN),181
15,Denmark,1,Home,14,5,15114,23,MC,Hojbjerg Pierre-Emile,Pierre-Emile Kordt,Højbjerg,Højbjerg,5/8/1995,Tottenham Hotspur FC (ENG),187
15,Denmark,1,Home,15,5,15115,14,MC,Damsgaard Mikkel,Mikkel Krogh,Damsgaard,Damsgaard,3/7/2000,Brentford FC (ENG),180
15,Denmark,1,Home,16,8,15116,15,MC,Norgaard Christian,Christian Thers,Nørgaard,Nørgaard,10/3/1994,Brentford FC (ENG),186
15,Denmark,1,Home,17,8,15117,17,DF,Stryger Larsen Jens,Jens Stryger,Larsen,Stryger,21/2/1991,Trabzonspor (TUR),182
15,Denmark,1,Home,18,8,15118,19,DC,Wind Jonas,Jonas Older,Wind,Wind,7/2/1999,VfL Wolfsburg (GER),190
15,Denmark,1,Home,19,8,15119,20,DC,Yurary Poulsen Yussuf,Yussuf Yurary,Poulsen,Yurary,15/6/1994,RB Leipzig (GER),193
15,Denmark,1,Home,20,8,15120,21,DC,Cornelius Andreas,Andreas Evald,Cornelius,Cornelius,16/3/1993,FC København (DEN),195
15,Denmark,1,Home,21,8,15121,24,MC,Skov Robert,Robert,Skov,Skov,20/5/1996,TSG 1899 Hoffenheim (GER),183
15,Denmark,1,Home,22,8,15122,25,MC,Lindstrom Jesper,Jesper Grænge,Lindstrøm,Lindstrøm,29/2/2000,Eintracht Frankfurt (GER),182
15,Denmark,1,Home,23,8,15123,26,DF,Bah Alexander,Alexander Hartmann,Bah,Bah,9/12/1997,SL Benfica (POR),183
15,Denmark,2,Away,1,5,15201,10,MC,Eriksen Christian,Christian Dannemann,Eriksen,Eriksen,14/2/1992,Manchester United FC (ENG),181
15,Denmark,2,Away,2,11,15202,2,DF,Andersen Joachim,Joachim Christian,Andersen,Andersen,31/5/1996,Crystal Palace FC (ENG),192
15,Denmark,2,Away,3,11,15203,3,DF,Nelsson Victor,Victor Enok,Nelsson,Nelsson,14/10/1998,Galatasaray SK (TUR),185
15,Denmark,2,Away,4,11,15204,4,DF,Kjaer Simon,Simon Thorup,Kjær,Kjær,26/3/1989,AC Milan (ITA),191
15,Denmark,2,Away,5,11,15205,5,DF,Maehle Joakim,Joakim Mæhle,Pedersen,Mæhle,20/5/1997,Atalanta Bergamo (ITA),185
15,Denmark,2,Away,6,11,15206,6,DF,Christensen Andreas,Andreas Bødtker,Christensen,A. Christensen,10/4/1996,FC Barcelona (ESP),192
15,Denmark,2,Away,7,11,15207,7,MC,Jensen Mathias,Mathias,Jensen,Jensen,1/1/1996,Brentford FC (ENG),180
15,Denmark,2,Away,8,11,15208,8,MC,Delaney Thomas,Thomas Joseph,Delaney,Delaney,3/9/1991,Sevilla FC (ESP),180
15,Denmark,2,Away,9,11,15209,9,DC,Braithwaite Martin,Martin Christensen,Braithwaite,Braithwaite,5/6/1991,RCD Espanyol (ESP),180
15,Denmark,2,Away,10,11,15210,11,MC,Skov Olsen Andreas,Andreas Skov,Olsen,Skov Olsen,29/12/1999,Club Brugge (BEL),187
15,Denmark,2,Away,11,11,15211,12,DC,Dolberg Kasper,Kasper Dolberg,Rasmussen,Dolberg,6/10/1997,Sevilla FC (ESP),187
15,Denmark,2,Away,12,11,15212,13,DF,Kristensen Rasmus,Rasmus Nissen,Kristensen,Kristensen,11/7/1997,Leeds United FC (ENG),187
15,Denmark,2,Away,13,11,15213,18,DF,Wass Daniel,Daniel,Wass,Wass,31/5/1989,Brøndby IF (DEN),181
15,Denmark,2,Away,14,11,15214,23,MC,Hojbjerg Pierre-Emile,Pierre-Emile Kordt,Højbjerg,Højbjerg,5/8/1995,Tottenham Hotspur FC (ENG),187
15,Denmark,2,Away,15,11,15215,14,MC,Damsgaard Mikkel,Mikkel Krogh,Damsgaard,Damsgaard,3/7/2000,Brentford FC (ENG),180
15,Denmark,2,Away,16,15,15216,15,MC,Norgaard Christian,Christian Thers,Nørgaard,Nørgaard,10/3/1994,Brentford FC (ENG),186
15,Denmark,2,Away,17,15,15217,17,DF,Stryger Larsen Jens,Jens Stryger,Larsen,Stryger,21/2/1991,Trabzonspor (TUR),182
15,Denmark,2,Away,18,15,15218,19,DC,Wind Jonas,Jonas Older,Wind,Wind,7/2/1999,VfL Wolfsburg (GER),190
15,Denmark,2,Away,19,15,15219,20,DC,Yurary Poulsen Yussuf,Yussuf Yurary,Poulsen,Yurary,15/6/1994,RB Leipzig (GER),193
15,Denmark,2,Away,20,15,15220,21,DC,Cornelius Andreas,Andreas Evald,Cornelius,Cornelius,16/3/1993,FC København (DEN),195
15,Denmark,2,Away,21,15,15221,24,MC,Skov Robert,Robert,Skov,Skov,20/5/1996,TSG 1899 Hoffenheim (GER),183
15,Denmark,2,Away,22,15,15222,25,MC,Lindstrom Jesper,Jesper Grænge,Lindstrøm,Lindstrøm,29/2/2000,Eintracht Frankfurt (GER),182
15,Denmark,2,Away,23,15,15223,26,DF,Bah Alexander,Alexander Hartmann,Bah,Bah,9/12/1997,SL Benfica (POR),183
15,Denmark,3,Goalkeeper,1,110,15301,1,PO,Schmeichel Kasper,Kasper Peter,Schmeichel,Schmeichel,5/11/1986,OGC Nice (FRA),190
15,Denmark,3,Goalkeeper,2,220,15302,16,PO,Christensen Oliver,Oliver,Christensen,O. Christensen,22/3/1999,Hertha BSC (GER),190
